Time,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,H1,H2,H3,H4
31499.87,92363672,126982232,130082168,124702344,126791416,124109528,127105360,73974784,81158232,126398872,124119608,126972456,122072672,122525032,127895632,896940,77763136,122235640,120223000,774817,120439968,120848520,113599720,984990,112367856,112287072,108179800,906958,115860272,107346032,110760648,116504160
31799.85,92021040,126169168,135860064,128512208,129135184,126927120,128709888,74433672,82445216,133661208,129487744,124685760,128296128,123023952,124882600,1019815,78614544,121913072,120458192,737558,121633520,119658952,118103272,785020,108909080,107463592,105535720,774476,118557944,111686136,111798248,118151856
32100.04,90312560,128143104,129219712,126014560,131981416,125673840,130698152,74643752,80745440,129827632,129276432,124753864,127086608,121295360,122876104,1011860,74401496,122075256,116405456,855560,120506104,116374728,117979696,975279,111251944,107861784,109546224,689088,121508744,112014952,109493040,117305744
32400,90344328,128302608,134115312,126811288,126536048,123155856,127732520,78710816,80705184,126483888,128525992,129154856,122459832,122114528,123799872,1375406,75863552,120696400,125368560,783730,123325208,117465848,117699056,1234605,110500488,109267480,108137848,609146,121589440,114492024,111439776,114879536
32699.95,88514336,129827632,131105000,128491496,126760744,124669688,129823552,76021488,83491096,129610752,128785040,125503064,128942128,121065480,124645592,1075501,78444432,124938664,119184984,953200,123166328,116876856,122624896,994321,110435064,110590784,107763464,744465,120581456,111692736,115303608,117845088
33000.13,91384064,130839560,132199728,123545664,126202760,124200840,127544408,77589480,81032736,128011768,130085688,129090784,129411136,123202528,127666816,866686,81008208,123209088,121837856,710540,123209080,119308624,118095208,1194701,111562352,113096560,109337232,745678,123088408,111785848,109956512,116281376
33300.06,90192120,130415376,130261936,129384416,131087128,128554448,130433312,75505656,83526120,130047512,134537344,132879592,127433960,122657056,125295424,1288669,79282640,122769704,122113624,826351,126049048,118480576,119630992,1026089,110368120,107785664,108699576,740175,119716480,107722672,112625288,115185080
33600.03,91547536,130883008,132948432,127559304,129899728,125161680,129335808,73744240,82932064,129186968,133028728,127585952,126474184,124308208,125567112,1304067,74261672,123866400,121582624,968910,127648672,117275600,119718496,888946,111874256,108227008,109122096,750572,120430856,112358992,108860936,117901544
33899.99,93476072,130039496,133173912,129678592,132040000,122182504,128962616,78516936,83244648,131639288,130210800,128288072,130766568,127655128,125323632,661466,77041280,123587224,124629528,855111,124251976,119575440,117498328,922842,111472632,107351560,109162936,830253,120464136,109385448,108973744,114448912
34200.2,86720664,130689824,137830336,127336952,131404688,123998240,130279616,74642392,83388352,128893504,131223072,128924904,127464360,122982856,127554160,1141011,78741864,125373424,119325656,794470,125386352,118556040,118627768,1134380,113068200,113402160,109882072,602143,122906736,111829216,110116936,116827400
34500.15,93184296,129731280,132939408,129331064,132736152,131426888,130858616,76494280,83772280,129656176,132620480,130743816,125926352,122364400,125990824,885323,78945976,129598376,123635496,933527,122767216,114816984,118276752,855111,110840192,111076848,108567576,733892,124635384,110552616,112802896,114908864
34800.11,92915472,130300224,133319568,129768040,135280000,129465992,129871384,77710688,81488616,130199984,131412224,128157832,127973416,127618080,128187504,997370,76930048,125202112,122475648,652814,126297112,120625128,118481176,1049916,113186360,109754192,113375608,759786,123511008,113784952,112674840,115441144
35100.07,90336152,129974456,134710208,129340560,133141600,126393104,133113184,76011072,86135856,127850776,132070144,130303400,127481480,124898576,126268976,795769,79868280,125716512,119862808,1139142,128632584,118153968,119400712,745094,110336016,108531920,108356000,491661,122879240,108391088,112391096,117578216
35400.05,93609864,131671904,133286352,129855168,134661552,126886224,133528664,79413016,87446120,129927968,132182952,128792616,130305032,125006616,132175488,1145670,77632824,124016856,122652704,1080834,127272688,119485024,121721880,1032845,114179520,111571960,110444368,900488,123508592,112212864,111973016,116434496
35699.99,94176496,128994584,134330368,129795584,129389848,127401488,131180504,79971120,84380760,134039584,129599696,132425008,132602464,129471744,128927520,904935,79653656,124080768,121838752,625135,122146352,121411896,121123216,1084382,110140800,108332864,110581672,608145,120955256,112246808,114295840,116756976
35999.97,92534408,126812584,133097296,132038448,132367032,123957712,129671664,80536296,86151048,133934416,129879584,129415784,127514248,128000480,129727152,893997,78053920,124882600,122733864,766081,127817352,119347832,119707560,1286551,116930760,113568768,112777888,889738,121829976,114128240,112924552,117378784
36300.17,94308008,131639816,134677904,129783424,133089344,127103504,135284288,74281552,85086232,127866272,131123968,132705480,128400264,126587272,129572072,815594,78969488,124364440,124305096,630018,123308624,119651720,119763976,976839,113366168,114696960,108525400,860713,121437672,111718112,114639824,120178824
36600.14,93752608,133642896,135598000,134822320,132238544,127893848,134408576,75108496,83829808,135159616,132135984,132979192,128983976,130019176,127649184,1012194,79296672,121413440,127225656,774476,126963168,122971520,123405280,837666,112069200,113536944,108712888,644872,123188864,113797160,115801160,116563736
36900.1,87484224,134822320,132534288,130054696,133738672,131693976,134972160,77288424,86827744,131895488,128644904,129718856,125530792,124787088,128679432,892366,80704168,126714240,123168728,896085,125194240,121512248,122892896,1246018,113620312,115595128,108105816,806348,121767168,110168368,113298744,111430000
37200.04,92771992,132618048,134530704,132691440,130800056,130539696,132617472,78340656,87500184,131766080,131183280,130253624,128278168,125617608,128194168,1359663,80651944,125730560,123086144,856969,126042080,119428256,122637888,1267801,118401824,110129784,112375904,765252,122945400,110032208,115147616,117522224
37500.22,94020544,131416096,135208864,130525520,131512976,127095456,129226496,77345896,83139176,133482600,131956304,130804768,131844120,126943184,129510168,851363,77204904,125461088,123373560,462208,123559288,123011160,125080104,922442,113428448,113292432,111367688,816924,123645936,111488176,112109216,117968632
37800.16,90571416,129962800,131868272,130698528,134097360,129787632,134658784,78538128,87101464,132070144,132438208,133184032,130164056,129803640,129759352,932938,78691896,127144960,125421200,661838,127288600,121940216,122805488,975279,114747768,110009536,113323312,505222,125952784,114880272,113939104,115670296
38100.13,93201272,128441232,132596152,131299864,131858872,134247984,131788504,78649304,86640672,129452336,134542352,134012040,131351024,127963552,129759792,1148548,76734352,128868272,123886432,878820,123994944,125652184,121131672,1040840,114027984,112011192,112289448,581336,124738576,113294896,116804232,118617808
38400.07,95098088,135903888,140388576,135087584,132778760,126974744,128946456,77245664,87315784,136494112,133664720,134402928,129005376,129040248,131002680,779885,79847136,129743080,124750384,901064,124811552,121529584,123317216,1127494,117769928,111645744,111080176,731468,122372528,116708640,109299536,118287504
38700.04,93619520,131943400,134198864,129250216,134619872,128529912,136957008,77215880,87866528,133638472,134289360,130439352,130538144,128299448,128970640,925870,80348080,125541656,124377376,1005552,125698016,121288184,120974976,1071880,116706752,111701944,111870488,715426,125322144,116466992,116552656,116516856
39000.01,95213744,135332400,138750464,130346504,133609600,129492752,129364136,76937336,87685184,136204608,133158056,127737272,130178856,129005264,125933192,802399,81260320,125808568,124067240,832756,127127320,121278344,121342208,1140527,111736920,117248672,111806928,753595,127482504,115355648,116219320,118700480
39300.21,96378360,130548520,136004288,135507200,137302560,128205560,130524984,80010432,83288488,132647880,137206304,132009040,128576168,128574208,129895304,1005274,80476024,129559720,127703344,855111,127794832,117746856,123309200,1110961,118633568,116154536,110837656,673100,123543840,112196880,113565808,114860776
39600.17,96003920,136718272,133149680,128834488,136289744,130033776,131041168,75433080,87231320,131622936,135165728,132720096,129698208,131940712,130297056,1068340,79708696,125644672,128791160,940007,129115472,127921464,125483064,948027,117023496,112915824,114621312,991241,124187000,115766232,113464760,114039088
39900.1,96955480,136797568,138712864,135186112,133003328,131199096,133683120,75397032,87093880,132190008,135832512,131613880,129875248,129583688,126311568,1148980,80583736,126578552,127765856,855560,129779864,119811680,122782688,907994,115676096,116518784,111445104,797193,125913680,111650920,113430600,117337544
40200.06,94444752,132688008,142119312,133190544,134220496,128425232,135968192,78301056,88220296,132246760,135456576,135034768,130729752,131035152,130308168,946668,84011000,128278800,128069848,575810,131210536,125761512,126553776,674434,116195192,116193128,110725712,592183,127400808,110869936,118638112,116207192
40500.02,91493944,138921232,136702240,132639848,133424360,130976504,134240032,77173336,85083776,132919032,138426512,131866320,135002720,130466184,130234736,1030661,81136712,130436672,125564248,1012194,127256288,123882464,124930048,839598,115495584,115558128,114483960,729060,127409168,112154608,117819088,118549984
40799.97,94604240,134361744,140177984,131983776,134854288,131345648,135009888,76520728,85929032,132478704,139971152,135259104,129002680,127153864,129768040,976884,80327704,133441880,125129456,736562,130703640,123402376,125633216,1005834,117449760,112771448,115555544,720755,123316952,115387672,115310640,116142880
41099.96,94187208,136422240,138007360,135344544,134205040,134621936,139896736,78643136,83958088,133390416,134916240,131736688,130268168,124798872,127661552,912444,80663448,125718928,123464792,868668,128656128,124187712,124520520,1272680,120696656,114644376,112723216,911429,126642400,117562168,118057080,117505968
41400.17,98680040,134390352,141889600,131795616,133450704,132471680,135831280,79450280,90228720,133679664,137327600,132037688,130996616,131280664,134201512,1281114,78664504,129402656,128243288,1061329,132804696,123661704,125173776,1100114,116893920,115146048,114136864,1003381,124375800,115179512,118849168,115607208
41699.86,99045352,136328512,133340800,132656088,135042224,129144704,134866528,79344648,84240952,132431768,135611680,135745488,131285480,132318264,129099368,1031643,80772600,127152960,124546440,628237,128443832,123621456,124838128,1194701,116641544,115230232,113532168,748117,126743296,115679888,117248344,119181744
42000.06,97051064,131462992,141456304,133675512,134898560,132487760,132759720,79670920,88861280,133984888,134012040,133357808,128649768,129911568,132727384,1037424,80206448,128284952,123024960,1020679,126162000,127143448,123661960,836848,119119912,116661608,113827320,718700,124037976,113368744,116782000,118960040
42300,95621776,134298560,139992688,129875472,133302520,134319776,135918256,77670848,85108040,137158000,134482800,132613592,134580256,132038064,131472312,986379,80699040,129705048,126767344,915358,125772776,122126120,124289040,662924,113624784,115844296,117354304,805028,131079400,115674048,117202976,116835608
42600.2,96165120,135552976,139770304,131600056,137902352,135457136,134758320,82229976,88186840,134307088,139038512,135379200,130540944,132857968,131950840,1037970,82667296,132350512,129627392,598198,129959064,123940760,122940920,1031148,119391536,114681672,111397608,519500,123222480,113959776,117576960,116247392
42900.16,96157544,134930000,142318992,135286672,133413888,135747888,137483808,79424184,89682504,137614944,135024112,134409840,131555664,131000784,134230160,641123,80381832,129549000,126494856,1043680,127184936,125503976,124192816,837666,118226120,115978216,113861800,1048202,128908192,118944056,116670936,116513784
43200.11,96488000,130607408,138728256,134918304,137381776,133648712,137502304,78045920,85994784,134471248,141148016,131593168,136926272,130320904,134541040,1119564,81425312,127505304,127979328,931986,128759008,123225192,125220544,869255,118652528,116709864,117736168,870323,125820904,115901960,116569664,121375144
43499.85,97263256,140715616,139755216,136786544,135291168,136326256,135339232,81470176,89058952,132682776,134456288,133458352,134654016,129493288,133982424,921741,78817312,127946496,126514680,911918,132060448,125495064,123972824,726668,122380536,115335888,111951696,594136,126195416,121195952,117709168,118055848
43800.07,94822376,140169888,135914992,136422064,137422640,132246760,134924640,78710816,83835040,133004248,136230288,133357552,134538000,129232536,128594208,1300377,80425616,134666208,129264288,828704,130424416,123184472,126177568,860713,119599320,116964872,117434000,684581,127827784,115479496,116701232,121436104
44100.02,95494528,133803968,142214976,131603128,132886608,133991112,136695104,81039288,88466000,133708144,137605696,134310368,132964200,131356056,136239840,959216,82358584,130346936,129500824,724291,128785040,125833600,125968888,782444,118541016,114427984,114865432,935372,126004792,112456912,117937208,117328688
44399.97,94986568,135312848,142175408,132454720,134881680,133098592,132549816,82172800,86497472,134910320,137944528,138038368,129371104,130287344,131705720,1052694,81424248,133506512,125391248,1093202,125924024,128703280,129136656,942047,120396576,116935040,111284576,762292,129715792,116434784,117097656,120242752
44700.16,97285456,138164848,143068880,135537184,135986288,135624848,140524192,79876280,86592608,136496608,139755216,133294824,138680832,132351400,136765536,970487,82180784,130532984,128808920,470920,130510224,121991048,128301440,995750,120789920,118892728,114490576,574757,127464160,119429952,115130392,116727136
45000.09,96265280,136339984,138716800,135375392,137023584,133141168,137086496,80448584,89983712,136078256,136730272,132096312,129390672,127576304,135868064,1121395,83394504,129743080,126469592,1319951,130537704,125489072,126262040,1039129,121505024,117962040,119135976,770683,125767696,116119144,117258384,121015136
45300.04,98815040,133955712,141983328,137741504,138367008,137462704,137741504,78792336,85312144,136220656,137663024,134722224,132278760,132278776,131991304,790412,82115448,128337832,131497984,906536,129955792,131377224,126779896,960981,123820536,116454024,115835960,999687,126194184,116734000,117184336,119830440
45600,96818736,137764576,139926704,134679328,136914896,131449680,134472160,78370048,90077152,136406432,141189488,133971488,135729424,128946784,134535040,932308,81385024,132166616,129625720,753595,130224800,123267400,126776288,1014828,120357992,118434104,115852416,564169,129711048,118650024,118572384,118994480
45899.93,96815128,135116112,141796912,135722416,139510608,136000240,137293456,81377024,89745008,135465120,138089728,138576640,137174128,131786184,130647280,928918,82277800,130589240,127062832,933838,131595664,126884080,125142728,943354,119797448,121125504,118916344,750572,129379104,118360704,115064640,117489632
46200.12,96600360,136720704,140982976,138106096,139738736,130708328,139980896,78292464,85546568,134904624,140879312,136191056,134238384,136154816,130504584,962552,83486960,131500480,129002568,668406,128933176,127575952,124499008,850957,120782240,118130080,116163016,852758,129971816,119031936,117329312,118663992
46500.06,95967120,137821712,139232048,132987160,137214304,139302560,137576064,83942488,90892784,139255584,137981808,136018368,130874584,131858288,132695336,1089626,85826784,129914400,126180424,1094770,133818008,128946608,127640192,715180,117906904,117370392,117106232,740175,126175224,117721904,116783352,119651720
46800.02,97766768,136141232,137206448,134067296,140838960,132847328,140801152,80095064,87684392,134496848,139417280,135021424,133246552,132439240,129243528,1108705,81729848,127408376,123715952,976839,132350400,124802328,126231928,694796,123066864,117409360,115490768,931437,125839728,115214144,120750104,118480576
47099.98,96898416,136326992,141927712,135417184,135956208,134182384,137190336,77827976,87826976,137614304,141791280,136653344,133429840,135563600,133937112,917459,84066984,133812536,132030832,964129,128776072,130666280,127682352,1366366,121494072,115641632,115021080,564529,126739152,117183432,116910904,117965280
47399.96,97490600,133960616,141323216,137764576,139762784,135875424,137366064,82843800,90106360,133634808,142668416,134016360,135411344,129220504,131807648,751146,83914248,126490560,131203616,1121395,129291008,127344880,126964336,1356156,124709864,117754872,121165728,997800,130623272,120345232,117156208,120480152
47700.18,97742880,136918752,139598928,138844176,137575120,132851856,141043376,79238424,89515288,135675280,135170240,136220656,135630272,132738216,132238656,694785,80802856,130403264,129835464,761037,130384584,126095656,127191144,737054,120888024,116065320,119272488,707251,131369184,118993408,119141456,118464744
48000.12,100208904,139746592,140925024,135476944,135896416,138832944,140521536,80718656,89177096,135064768,140012688,135563632,134303824,130309784,132206792,857903,81513856,129052848,127623304,1234473,128732824,129951536,128658896,1010205,121846832,117546112,114640952,786314,129473088,120824920,118337280,117528968
48300.08,97703032,140484320,139052800,138375552,136949840,136106928,134510352,79934512,88500760,139555776,139281904,137325488,137488080,133341936,132550704,986502,80575744,130276400,129101064,1084308,131025088,127882304,128313896,1027770,124610680,118037424,114831944,665433,126559344,115803920,118782096,118989528
48600.04,99052928,140281856,140650624,139805024,138629360,133681872,137087632,78952584,89093696,135756528,137030880,135371296,135465648,132134800,133881488,1323565,84251024,129541032,128233128,1029456,130150344,127297304,130029392,1248696,124061800,115080792,118045344,590243,127360624,119615304,122756784,118299688
48899.99,97352504,141355200,142979712,135906512,135763584,136864016,137278192,80428048,87476992,139910000,136621680,136826800,136359328,136092432,136394288,927750,81607096,129283248,128986632,870323,135712048,129755408,125276952,854157,119842632,119286824,115887064,803767,132213728,119402248,117996032,116557784
49199.94,99017632,139812320,142736384,137490912,138865168,132143920,139570832,83139384,89288776,137446304,142583568,135964208,133658000,132173552,135853424,1268150,82033872,129594024,130341384,1111635,130103480,128911096,125977664,840672,121948200,117513320,114370944,869255,128490640,117619696,117634144,119552608
49499.91,99003712,138008032,139544656,137359472,138042352,135114896,141715648,80611496,91973112,137905296,138704864,135978496,133268928,135346880,135466800,1057858,83977440,134454352,124696032,1041974,129263840,125801304,125471032,855111,122689928,122525472,119758584,498048,128206032,120739512,117778432,122276064
49799.88,95881104,138828096,141651232,140899648,141087808,135053856,139016032,78069768,90186776,137467952,139200128,135373312,132007272,134316992,133894296,964188,80925032,132671952,127226032,679975,131306200,126267760,129676736,1033524,122133208,119093176,116700008,691364,129233728,120051840,119253496,118562336
50100.13,99665400,134702064,145226096,138257744,142439504,135502288,139379088,81143264,89875672,139155408,137536384,136997904,135857856,131825864,135435392,1214713,82221784,128652984,128656128,826351,129105608,128076856,128970584,879504,121329000,117282328,119754880,691393,132472344,121483896,119340952,118640400
50400.07,99986104,138387680,145954784,140962880,140550720,138119984,141239776,81136584,88724432,141006544,140494992,133060072,136989552,135263952,135954160,986379,82396376,135771920,127538400,1026089,128476528,130605024,128509592,960895,121025000,116570912,117717896,746277,129855600,116225424,120538272,121127568
50700.04,97480880,135686832,142073440,137995200,141085280,139917280,139856000,82158632,91216736,137821360,142333680,135542144,134011592,135216320,134097360,991241,80982584,129999512,129508216,769031,132799496,127465856,130473512,1097569,121876168,118291464,118222432,906958,129159880,117265080,122580656,121381480
51000.01,99933944,134996368,142341840,135519168,140931040,134966304,140004240,83513464,86462712,137575456,138684080,138254064,135442800,130362472,132222544,1511990,83894720,131502296,128626232,964188,128812856,127955536,128084072,1071054,120372656,118734480,120197824,807691,128592328,117672856,119497336,119175776
51299.97,97822544,138476288,143036976,134279904,141417568,138077360,140881056,80501040,92056840,138171312,137832448,139416400,137110096,134682448,131578376,1537707,84996400,129904592,131545328,701612,133278552,127152664,123575696,1015548,123784840,119318624,117886568,1018147,129799768,119858928,116985624,119642792
51600.18,100212992,136661360,142766144,137414928,144903072,136619152,136028656,81911912,87100120,138083584,138378656,136946384,135964368,134022408,137222304,1019815,83413072,132158416,127621968,652814,137976800,130599160,127240600,900488,122205328,121031192,118196480,785259,124930648,120465896,120071744,117699432
51900.13,100618448,137174704,142373552,136729488,142761024,136660672,140547920,81892672,87539432,140598160,139307200,137676848,136498944,139706672,137094096,1016485,82029080,133524480,127926608,1089626,130338528,129165832,126744696,1075501,119903000,119130288,118841488,1083456,129077584,123174352,122348336,119470288
52200.09,96261096,142207072,141404672,135811984,139166848,137882112,137015968,79849448,89055288,140680560,142425664,135667296,133072184,134961952,134049296,1210785,83973000,136571120,132125160,770683,133576592,124575920,129811648,939252,123159656,117937984,117746368,590243,131603704,115912832,121384568,119226584
52500.07,101856984,135635424,141210176,139328032,143549776,137973136,141855792,83121832,88903832,138187504,142551568,135335456,136734272,131888776,135835760,815535,83998192,137318288,133318512,994510,134225536,129959064,126369440,1157321,122332920,120075048,119732168,805028,126125688,122052280,121953360,115282808
52800.05,99752064,138867904,143664080,134958752,142607584,133283216,141671232,82089072,92023696,140291760,141501680,137496112,138302400,132887608,137206272,1074723,83606280,133528520,133351592,908443,131275800,130367984,131539408,1077265,126453112,120952256,118210104,816852,132366744,119807088,120141904,119826584
53100.01,100765736,138976816,142223344,137094272,143120144,139083520,139722704,80261088,88426064,139501392,137246544,140428016,132719648,136380912,135801792,1089626,81861928,132727384,129944952,1126230,132835920,128464960,127272784,1115277,120779456,122301272,117313496,758540,132295096,119867144,120137760,121334648
53399.98,97520592,141064816,144907472,143158288,143688080,136603296,139682720,80907920,90077152,140223120,139547840,137542320,138513920,137629664,133995312,820826,83341352,132980336,128668800,1057858,133475248,131517744,129739528,1109383,121704688,118003784,117402424,809007,131037160,119211096,122926632,120095328
53700.18,100497024,140707648,145806736,140237024,136419472,140529504,137118432,83322136,89756200,142704496,141251552,137650208,136814256,131811472,139594480,769427,83953480,133947720,127919584,848588,134238384,130810472,129383784,1190774,119346296,119133040,122011632,886029,130374152,119501536,117177224,121161696
54000.14,102173128,138235120,141378976,138152144,143477072,136191920,140803376,83807176,91703312,139166544,142879696,135893376,138216000,133288192,131882744,1011860,84461752,133528520,133179640,900488,132495064,124194296,131950336,1086075,124938664,113023920,121381480,771943,128812856,120246632,119319632,120752776
54300.12,100956680,143628784,145441552,140752112,138144432,137918528,140651808,79607120,89589632,136627088,138854576,139083520,134057304,138945280,136228688,1078158,82739272,130711248,131462968,746896,130465488,132079456,126456896,899016,126388848,122826760,120089544,897548,133444192,119433096,119546464,121336368
54600.06,101761256,140165232,144298624,141044480,141375120,140178128,140548256,79637432,94381208,140484320,140203472,138790464,136911280,137880464,134898560,951499,81793520,132047192,128435824,916845,133846072,125195632,129586664,941806,124810344,121970840,115141280,717522,131781296,121490432,119305592,118541752
54900.02,103040640,137755760,142661232,138580928,140643824,137006272,142453248,81345496,91211408,140510864,143776128,139690656,142015360,136743808,137318464,946668,85813128,141309728,127082664,997370,133629064,130612928,126625288,828704,120255680,119095800,120521840,665433,129715216,119217416,118206496,118594640
55199.99,97673336,139122960,141422432,136129776,136032192,139926704,144173088,81825128,91006320,140942992,142912944,134124504,134552976,135192144,138257744,976884,83146752,134370096,128653056,1028062,133313520,127392552,130091960,702662,123987464,121434296,120779456,883131,131170680,119669560,121183776,122196376
55500.22,100157936,137592128,140508224,137135488,139875408,138290352,140521520,80375768,91976424,140002832,142206880,139166848,140092000,137112400,138969344,1238503,82327864,134862320,131863552,883131,136115600,132801192,124513608,863014,125687224,118724096,116021040,1246644,125687224,116017304,120978488,121123952
55799.93,99718720,139150240,142317232,141984256,141961728,137805392,139315184,82032288,89765208,142087376,143499680,138356560,140598896,136373152,137670320,1202933,84988432,135283536,134626144,1034032,134084264,127914400,128498584,1367605,127424792,122228408,120069944,616009,130848472,120742184,120981888,121432744
56100.14,99737872,141249184,143066704,138546144,141616080,135359328,140809152,80340824,89965856,138673760,141874208,136549152,138883808,136937088,140182768,1228476,85269488,132567632,130303400,691393,134289168,130533472,126544048,628988,124264992,121036464,119930968,807691,127843032,122693216,122142864,119002984
56400.1,98656200,136316128,147051344,138466400,141793104,137332224,141312496,80252672,93837920,141588416,142489664,141826080,140970512,136453008,137518784,910926,85418992,131219664,133121304,973679,133193520,134956768,129398472,938991,126431936,116977600,119667656,851363,129305408,118018912,120613568,121664472
56700.07,97617832,144004400,143682928,141455296,140848128,137404864,142255440,82932200,92372608,141755312,141673648,138212816,138436336,139097568,136580192,1121999,83042872,132855576,130983560,879568,131043128,131480264,130527832,1278995,123802160,123665384,121209784,758540,130353672,121392576,124222832,119403000
57000.04,101430128,141664848,141653568,138746816,143536000,138284672,142591600,81509448,93290752,137508480,142677488,137943392,138360256,137698496,136265360,898146,83691376,132469496,129565688,907480,135039232,129660400,131331384,559340,123946296,120265008,119858928,913406,131651920,120425632,121881672,116974464
57300.23,100532064,139662880,144496048,141746000,141766608,136548832,142295456,81055048,89584360,143118640,145829824,142436560,141133376,133146024,137437280,914900,83011216,133416368,134934304,772308,134172528,130785632,129561784,874551,123599856,118706296,120723432,600254,132952808,124377264,121475896,123336272
57599.95,101800008,138830320,145237888,141202192,138940064,141525472,141203760,82272992,92548856,145379808,141799872,138017232,138771056,138093952,138103264,1161452,87442792,134480112,129867680,735843,133170240,127691560,127959488,792055,123329760,119700352,115151616,806348,131283896,117899384,119863264,118047760
